192	448	0	226	383	100
256	448	0	272	386	104
320	448	0	317	390	107
384	448	0	362	394	111
448	448	0	407	398	115
512	448	0	450	402	120
576	448	0	492	407	125
640	448	0	532	413	130
704	448	0	570	419	136
768	448	0	606	425	143
832	448	0	641	432	149
896	448	0	676	439	156
960	448	0	711	446	163
1023	448	0	746	453	170
0	512	0	104	425	104
64	512	0	149	429	108
128	512	0	195	432	112
192	512	0	241	436	115
256	512	0	287	440	119
320	512	0	332	443	123
384	512	0	377	447	126
448	512	0	422	452	131
512	512	0	465	456	135
576	512	0	507	461	140
640	512	0	547	467	146
704	512	0	585	473	152
768	512	0	622	479	158
832	512	0	657	486	166
896	512	0	692	493	173
960	512	0	728	501	180
1023	512	0	763	508	187
0	576	0	120	478	120
64	576	0	165	482	124
128	576	0	211	485	128
192	576	0	257	489	131
256	576	0	303	493	135
320	576	0	349	497	139
384	576	0	394	501	143
448	576	0	438	505	147
512	576	0	482	510	152
576	576	0	524	515	157
640	576	0	564	521	163
704	576	0	603	527	169
768	576	0	639	534	176
832	576	0	675	541	183
896	576	0	710	548	191
960	576	0	746	556	198
1023	576	0	781	563	205
0	640	0	137	530	137
64	640	0	182	534	142
128	640	0	228	538	145
192	640	0	275	542	149
256	640	0	321	546	153
320	640	0	367	550	157
384	640	0	412	554	161
448	640	0	457	559	166
512	640	0	500	564	171
576	640	0	543	569	176
640	640	0	583	575	182
704	640	0	622	581	188
768	640	0	659	588	195
832	640	0	695	596	203
896	640	0	730	603	210
960	640	0	766	611	218
1023	640	0	802	619	226
0	704	0	157	583	157
64	704	0	202	587	161
128	704	0	248	591	165
192	704	0	295	595	169
256	704	0	341	599	173
320	704	0	387	603	177
384	704	0	433	608	182
448	704	0	478	612	187
512	704	0	522	618	192
576	704	0	564	623	197
640	704	0	605	629	203
704	704	0	644	636	210
768	704	0	681	643	218
832	704	0	717	651	225
896	704	0	753	659	234
960	704	0	789	667	242
1023	704	0	826	676	250
0	768	0	178	635	178
64	768	0	223	639	183
128	768	0	270	644	187
192	768	0	316	648	191
256	768	0	363	652	195
320	768	0	409	657	200
384	768	0	455	661	204
448	768	0	501	666	209
512	768	0	545	672	215
576	768	0	587	678	221
640	768	0	629	684	227
704	768	0	668	691	235
768	768	0	705	699	242
832	768	0	742	707	251
896	768	0	779	716	259
960	768	0	816	724	268
1023	768	0	852	733	276
0	832	0	201	688	201
64	832	0	247	692	206
128	832	0	293	697	210
192	832	0	340	701	215
256	832	0	387	706	219
320	832	0	433	710	224
384	832	0	480	716	229
448	832	0	525	721	234
512	832	0	570	727	240
576	832	0	613	733	247
640	832	0	655	740	253
704	832	0	694	748	261
768	832	0	732	756	269
832	832	0	769	765	278
896	832	0	807	774	287
960	832	0	844	782	296
1023	832	0	881	791	305
0	896	0	225	741	225
64	896	0	271	746	230
128	896	0	318	751	235
192	896	0	365	756	239
256	896	0	412	761	244
320	896	0	459	766	250
384	896	0	506	771	255
448	896	0	552	777	261
512	896	0	597	783	267
576	896	0	641	790	274
640	896	0	683	798	281
704	896	0	722	806	289
768	896	0	761	814	298
832	896	0	798	823	307
896	896	0	835	832	316
960	896	0	873	841	325
1023	896	0	910	850	334
0	960	0	250	796	250
64	960	0	296	801	255
128	960	0	343	806	260
192	960	0	391	812	266
256	960	0	439	817	271
320	960	0	486	823	277
384	960	0	534	829	283
448	960	0	580	835	289
512	960	0	625	841	295
576	960	0	669	848	303
640	960	0	711	856	310
704	960	0	752	864	319
768	960	0	790	873	327
832	960	0	828	882	336
896	960	0	865	892	345
960	960	0	903	901	355
1023	960	0	940	910	364
0	1023	0	276	852	276
64	1023	0	323	858	282
128	1023	0	371	863	288
192	1023	0	419	869	293
256	1023	0	467	875	299
320	1023	0	515	881	305
384	1023	0	562	887	311
448	1023	0	609	893	318
512	1023	0	654	900	325
576	1023	0	698	907	332
640	1023	0	741	915	340
704	1023	0	781	924	348
768	1023	0	820	932	357
832	1023	0	858	942	366
896	1023	0	895	951	375
960	1023	0	933	961	385
1023	1023	0	970	970	394
0	0	64	2	2	35
64	0	64	47	6	39
128	0	64	92	9	42
192	0	64	138	13	46
256	0	64	184	16	50
320	0	64	230	20	53
384	0	64	275	24	57
448	0	64	319	28	61
512	0	64	362	32	65
576	0	64	403	37	70
640	0	64	443	42	75
704	0	64	481	47	80
768	0	64	517	53	87
832	0	64	552	60	93
896	0	64	586	66	99
960	0	64	621	73	106
1023	0	64	655	79	112
0	64	64	15	55	49
64	64	64	60	59	52
128	64	64	106	63	56
192	64	64	152	66	60
256	64	64	198	70	63
320	64	64	243	73	67
384	64	64	288	77	70
448	64	64	332	81	74
512	64	64	375	85	78
576	64	64	417	89	83
640	64	64	456	95	88
704	64	64	494	100	94
768	64	64	530	106	100
832	64	64	565	113	106
896	64	64	599	119	113
960	64	64	634	126	119
1023	64	64	669	132	125
0	128	64	28	109	61
64	128	64	73	113	65
128	128	64	119	116	69
192	128	64	165	120	72
256	128	64	210	123	76
320	128	64	256	126	79
384	128	64	301	130	83
448	128	64	345	134	87
512	128	64	387	138	91
576	128	64	429	143	95
640	128	64	469	148	100
704	128	64	506	153	106
768	128	64	542	160	112
832	128	64	577	166	118
896	128	64	612	172	125
960	128	64	646	179	132
1023	128	64	681	185	138
0	192	64	41	162	74
64	192	64	85	166	77
128	192	64	131	170	81
192	192	64	177	173	84
256	192	64	222	176	88
320	192	64	268	180	91
384	192	64	313	183	95
448	192	64	357	187	99
512	192	64	400	191	103
576	192	64	441	196	108
640	192	64	481	201	113
704	192	64	519	207	118
768	192	64	554	213	124
832	192	64	590	219	131
896	192	64	624	226	137
960	192	64	659	232	144
1023	192	64	694	239	151
0	256	64	53	215	86
64	256	64	98	219	90
128	256	64	143	223	93
192	256	64	189	226	97
256	256	64	235	229	100
320	256	64	280	233	103
384	256	64	325	237	107
448	256	64	369	241	111
512	256	64	412	245	115
576	256	64	454	249	120
640	256	64	493	254	125
704	256	64	531	260	131
768	256	64	567	266	137
832	256	64	602	273	143
896	256	64	637	280	150
960	256	64	672	286	157
1023	256	64	706	293	163
0	320	64	65	269	99
64	320	64	110	272	102
128	320	64	156	276	106
192	320	64	201	279	109
256	320	64	247	283	112
320	320	64	293	286	116
384	320	64	338	290	120
448	320	64	382	294	124
512	320	64	425	298	128
576	320	64	466	303	133
640	320	64	506	308	138
704	320	64	544	314	144
768	320	64	580	320	150
832	320	64	615	327	157
896	320	64	650	333	163
960	320	64	684	340	170
1023	320	64	720	347	177
0	384	64	78	322	111
64	384	64	123	326	115
128	384	64	168	329	119
192	384	64	215	333	122
256	384	64	260	336	126
320	384	64	306	339	129
384	384	64	351	343	133
448	384	64	395	347	137
512	384	64	438	351	141
576	384	64	480	356	146
640	384	64	520	361	151
704	384	64	557	367	157
768	384	64	594	374	164
832	384	64	629	380	170
896	384	64	664	387	177
960	384	64	699	394	184
1023	384	64	734	401	191
0	448	64	92	374	125
64	448	64	136	378	129
128	448	64	182	382	132
192	448	64	228	385	136
256	448	64	274	389	139
320	448	64	320	393	143
384	448	64	365	396	147
448	448	64	409	400	151
512	448	64	452	405	155
576	448	64	494	410	160
640	448	64	534	415	166
704	448	64	572	421	172
768	448	64	608	428	178
832	448	64	644	435	185
896	448	64	679	441	192
960	448	64	714	448	199
1023	448	64	749	456	206
0	512	64	107	427	140
64	512	64	151	431	143
128	512	64	197	435	147
192	512	64	243	438	151
256	512	64	289	442	154
320	512	64	335	446	158
384	512	64	380	450	162
448	512	64	424	454	166
512	512	64	467	458	171
576	512	64	510	464	176
640	512	64	550	469	181
704	512	64	588	475	187
768	512	64	624	482	194
832	512	64	660	489	201
896	512	64	695	496	208
960	512	64	730	503	216
1023	512	64	766	510	223
0	576	64	122	480	155
64	576	64	167	484	159
128	576	64	213	488	163
192	576	64	259	491	167
256	576	64	305	495	171
320	576	64	351	499	175
384	576	64	396	503	178
448	576	64	441	508	183
512	576	64	484	512	188
576	576	64	526	517	193
640	576	64	567	523	199
704	576	64	605	530	205
768	576	64	642	536	212
832	576	64	678	544	219
896	576	64	713	551	226
960	576	64	748	558	234
1023	576	64	784	566	241
0	640	64	140	533	173
64	640	64	185	537	177
128	640	64	231	541	181
192	640	64	277	545	185
256	640	64	323	548	189
320	640	64	369	552	193
384	640	64	415	557	197
448	640	64	459	561	201
512	640	64	503	566	206
576	640	64	545	572	212
640	640	64	586	577	218
704	640	64	624	584	224
768	640	64	661	591	231
832	640	64	697	598	239
896	640	64	733	606	246
960	640	64	769	614	254
1023	640	64	805	622	262
0	704	64	159	585	192
64	704	64	204	589	197
128	704	64	251	593	201
192	704	64	297	597	205
256	704	64	343	601	209
320	704	64	390	606	213
384	704	64	435	610	217
448	704	64	480	615	222
512	704	64	524	620	227
576	704	64	567	626	233
640	704	64	608	632	239
704	704	64	646	639	246
768	704	64	683	646	253
832	704	64	720	654	261
896	704	64	756	662	269
960	704	64	792	670	278
1023	704	64	829	679	286
0	768	64	181	638	214
64	768	64	226	642	218
128	768	64	272	646	222
192	768	64	319	651	227
256	768	64	366	655	231
320	768	64	412	659	235
384	768	64	458	664	240
448	768	64	503	669	245
512	768	64	547	674	251
576	768	64	590	681	257
640	768	64	632	687	263
704	768	64	671	694	271
768	768	64	708	702	279
832	768	64	745	710	287
896	768	64	782	719	295
960	768	64	819	727	304
1023	768	64	856	736	313
0	832	64	204	690	237
64	832	64	249	695	241
128	832	64	296	699	246
192	832	64	342	704	250
256	832	64	389	708	255
320	832	64	436	713	260
384	832	64	483	718	265
448	832	64	528	724	270
512	832	64	573	730	276
576	832	64	616	736	283
640	832	64	658	743	290
704	832	64	697	751	297
768	832	64	735	759	306
832	832	64	773	768	314
896	832	64	810	777	323
960	832	64	847	786	332
1023	832	64	884	795	341
0	896	64	228	744	261
64	896	64	273	749	266
128	896	64	320	754	270
192	896	64	368	759	275
256	896	64	415	764	280
320	896	64	462	769	286
384	896	64	509	774	291
448	896	64	555	780	297
512	896	64	600	786	303
576	896	64	644	793	310
640	896	64	686	801	318
704	896	64	725	809	325
768	896	64	764	817	334
832	896	64	802	826	343
896	896	64	839	836	352
960	896	64	876	845	361
1023	896	64	914	854	370
0	960	64	253	799	286
64	960	64	299	804	291
128	960	64	346	809	297
192	960	64	394	815	302
256	960	64	442	820	307
320	960	64	490	826	313
384	960	64	537	832	319
448	960	64	583	838	325
512	960	64	628	845	332
576	960	64	673	852	339
640	960	64	715	859	346
704	960	64	755	868	355
768	960	64	793	876	363
832	960	64	831	886	373
896	960	64	869	895	382
960	960	64	906	904	391
1023	960	64	944	913	400
0	1023	64	280	855	313
64	1023	64	326	861	318
128	1023	64	374	866	324
192	1023	64	422	872	330
256	1023	64	470	878	336
320	1023	64	518	884	341
384	1023	64	566	890	347
448	1023	64	612	897	354
512	1023	64	658	903	361
576	1023	64	702	911	368
640	1023	64	744	918	376
704	1023	64	784	927	384
768	1023	64	823	936	393
832	1023	64	861	945	402
896	1023	64	899	954	412
960	1023	64	936	964	421
1023	1023	64	974	973	430
0	0	128	4	4	70
64	0	128	49	8	74
128	0	128	95	12	78
192	0	128	141	15	81
256	0	128	187	19	85
320	0	128	232	22	89
384	0	128	277	26	92
448	0	128	321	30	96
512	0	128	364	34	101
576	0	128	406	39	105
640	0	128	445	44	110
704	0	128	483	50	116
768	0	128	519	56	122
832	0	128	554	62	128
896	0	128	588	69	135
960	0	128	623	75	141
1023	0	128	658	81	148
0	64	128	18	57	84
64	64	128	63	61	88
128	64	128	108	65	91
192	64	128	154	68	95
256	64	128	200	72	98
320	64	128	246	75	102
384	64	128	291	79	106
448	64	128	335	83	110
512	64	128	377	87	114
576	64	128	419	92	118
640	64	128	459	97	123
704	64	128	496	102	129
768	64	128	532	109	135
832	64	128	567	115	141
896	64	128	602	121	148
960	64	128	636	128	154
1023	64	128	671	134	161
0	128	128	31	111	97
64	128	128	75	115	101
128	128	128	121	118	104
192	128	128	167	122	108
256	128	128	213	125	111
320	128	128	258	129	115
384	128	128	303	132	118
448	128	128	347	136	122
512	128	128	390	140	126
576	128	128	431	145	131
640	128	128	471	150	136
704	128	128	509	156	142
768	128	128	544	162	148
832	128	128	580	168	154
896	128	128	614	175	160
960	128	128	649	181	167
1023	128	128	683	188	174
0	192	128	43	164	109
64	192	128	88	168	113
128	192	128	133	172	116
192	192	128	179	175	120
256	192	128	225	179	123
320	192	128	270	182	127
384	192	128	315	186	130
448	192	128	359	190	134
512	192	128	402	194	138
576	192	128	444	198	143
640	192	128	483	203	148
704	192	128	521	209	154
768	192	128	557	215	160
832	192	128	592	222	166
896	192	128	626	228	173
960	192	128	661	235	179
1023	192	128	696	241	186
0	256	128	55	218	122
64	256	128	100	221	125
128	256	128	146	225	129
192	256	128	191	228	132
256	256	128	237	232	135
320	256	128	283	235	139
384	256	128	328	239	143
448	256	128	371	243	146
512	256	128	414	247	151
576	256	128	456	252	155
640	256	128	496	257	160
704	256	128	533	263	166
768	256	128	569	269	172
832	256	128	605	275	179
896	256	128	639	282	186
960	256	128	674	288	192
1023	256	128	709	295	199
0	320	128	68	271	134
64	320	128	112	275	138
128	320	128	158	278	141
192	320	128	204	282	145
256	320	128	250	285	148
320	320	128	295	288	151
384	320	128	340	292	155
448	320	128	384	296	159
512	320	128	427	300	163
576	320	128	469	305	168
640	320	128	509	310	173
704	320	128	546	316	179
768	320	128	582	322	185
832	320	128	618	329	192
896	320	128	652	336	199
960	320	128	687	342	205
1023	320	128	722	349	212
0	384	128	81	324	147
64	384	128	125	328	151
128	384	128	171	331	154
192	384	128	217	335	158
256	384	128	263	338	161
320	384	128	308	342	165
384	384	128	353	345	168
448	384	128	397	349	172
512	384	128	440	354	177
576	384	128	482	358	181
640	384	128	522	364	187
704	384	128	560	370	193
768	384	128	596	376	199
832	384	128	631	383	206
896	384	128	666	390	213
960	384	128	701	396	219
1023	384	128	736	403	226
0	448	128	94	377	160
64	448	128	139	381	164
128	448	128	185	384	168
192	448	128	231	388	171
256	448	128	277	391	175
320	448	128	322	395	178
384	448	128	367	399	182
448	448	128	411	403	187
512	448	128	454	407	191
576	448	128	496	412	196
640	448	128	536	418	201
704	448	128	574	423	207
768	448	128	611	430	214
832	448	128	646	437	221
896	448	128	681	444	228
960	448	128	716	451	235
1023	448	128	752	458	242
0	512	128	109	430	175
64	512	128	154	433	179
128	512	128	199	437	183
192	512	128	245	441	186
256	512	128	291	444	190
320	512	128	337	448	194
384	512	128	382	452	198
448	512	128	427	456	202
512	512	128	470	461	206
576	512	128	512	466	211
640	512	128	552	472	217
704	512	128	590	478	223
768	512	128	627	484	230
832	512	128	663	491	237
896	512	128	697	499	244
960	512	128	733	506	251
1023	512	128	768	513	259
0	576	128	125	482	191
64	576	128	170	486	195
128	576	128	215	490	199
192	576	128	261	494	202
256	576	128	308	498	206
320	576	128	353	501	210
384	576	128	399	506	214
448	576	128	443	510	219
512	576	128	487	515	223
576	576	128	529	520	229
640	576	128	569	526	234
704	576	128	608	532	241
768	576	128	644	539	248
832	576	128	680	546	255
896	576	128	715	553	262
960	576	128	751	561	270
1023	576	128	787	568	277
0	640	128	142	535	208
64	640	128	187	539	212
128	640	128	233	543	217
192	640	128	279	547	220
256	640	128	326	551	224
320	640	128	372	555	228
384	640	128	417	559	233
448	640	128	462	564	237
512	640	128	506	569	242
576	640	128	548	574	247
640	640	128	589	580	253
704	640	128	627	587	260
768	640	128	664	594	267
832	640	128	700	601	275
896	640	128	736	609	282
960	640	128	772	617	290
1023	640	128	808	625	298
0	704	128	162	587	228
64	704	128	207	592	232
128	704	128	253	596	236
192	704	128	300	600	240
256	704	128	346	604	245
320	704	128	392	608	249
384	704	128	438	613	253
448	704	128	483	618	258
512	704	128	527	623	263
576	704	128	569	628	269
640	704	128	610	635	275
704	704	128	649	641	282
768	704	128	686	649	290
832	704	128	723	657	297
896	704	128	759	665	306
960	704	128	795	673	314
1023	704	128	832	682	322
0	768	128	183	640	250
64	768	128	229	645	254
128	768	128	275	649	258
192	768	128	322	653	263
256	768	128	368	657	267
320	768	128	415	662	271
384	768	128	461	667	276
448	768	128	506	672	281
512	768	128	550	677	287
576	768	128	593	683	293
640	768	128	634	690	299
704	768	128	674	697	307
768	768	128	711	705	315
832	768	128	748	713	323
896	768	128	785	722	332
960	768	128	822	730	340
1023	768	128	859	739	349
0	832	128	206	693	272
64	832	128	252	698	277
128	832	128	298	702	282
192	832	128	345	707	286
256	832	128	392	711	291
320	832	128	439	716	296
384	832	128	486	721	301
448	832	128	531	727	306
512	832	128	576	733	312
576	832	128	619	739	319
640	832	128	661	746	326
704	832	128	700	754	334
768	832	128	739	762	342
832	832	128	776	771	350
896	832	128	813	780	359
960	832	128	850	789	368
1023	832	128	887	798	377
0	896	128	230	747	297
64	896	128	276	751	301
128	896	128	323	757	307
192	896	128	370	761	311
256	896	128	418	766	316
320	896	128	465	772	322
384	896	128	512	777	327
448	896	128	558	783	333
512	896	128	603	790	340
576	896	128	647	796	346
640	896	128	689	804	354
704	896	128	729	812	362
768	896	128	767	821	370
832	896	128	805	830	379
896	896	128	842	839	388
960	896	128	879	848	398
1023	896	128	917	857	407
0	960	128	256	801	322
64	960	128	302	807	328
128	960	128	349	812	333
192	960	128	397	818	338
256	960	128	445	823	343
320	960	128	493	829	349
384	960	128	540	835	355
448	960	128	586	841	361
512	960	128	632	848	368
576	960	128	676	855	375
640	960	128	718	863	383
704	960	128	758	871	391
768	960	128	797	880	400
832	960	128	835	889	409
896	960	128	872	898	418
960	960	128	909	907	428
1023	960	128	947	917	437
0	1023	128	283	858	349
64	1023	128	329	864	354
128	1023	128	377	870	360
192	1023	128	425	875	366
256	1023	128	473	881	372
320	1023	128	521	887	378
384	1023	128	569	893	384
448	1023	128	615	900	390
512	1023	128	661	907	397
576	1023	128	705	914	404
640	1023	128	748	922	412
704	1023	128	788	930	421
768	1023	128	827	939	430
832	1023	128	865	949	439
896	1023	128	902	958	448
960	1023	128	939	967	458
1023	1023	128	977	976	467
0	0	192	6	6	106
64	0	192	51	10	110
128	0	192	97	14	113
192	0	192	143	17	117
256	0	192	189	21	120
320	0	192	234	25	124
384	0	192	279	28	128
448	0	192	324	32	132
512	0	192	366	37	136
576	0	192	408	41	140
640	0	192	448	46	146
704	0	192	485	52	151
768	0	192	521	58	157
832	0	192	556	64	164
896	0	192	591	71	170
960	0	192	625	77	177
1023	0	192	660	84	183
0	64	192	20	60	119
64	64	192	65	64	123
128	64	192	110	67	127
192	64	192	157	71	130
256	64	192	202	74	134
320	64	192	248	78	137
384	64	192	293	81	141
448	64	192	337	85	145
512	64	192	380	90	149
576	64	192	421	94	154
640	64	192	461	99	159
704	64	192	498	105	164
768	64	192	534	111	170
832	64	192	569	117	177
896	64	192	604	124	183
960	64	192	638	130	190
1023	64	192	673	137	196
0	128	192	33	113	132
64	128	192	78	117	136
128	128	192	123	121	139
192	128	192	169	124	143
256	128	192	215	128	146
320	128	192	260	131	150
384	128	192	305	135	153
448	128	192	349	139	157
512	128	192	392	143	161
576	128	192	433	147	166
640	128	192	473	152	171
704	128	192	511	158	177
768	128	192	547	164	183
832	128	192	582	170	189
896	128	192	616	177	196
960	128	192	651	184	202
1023	128	192	686	190	209
0	192	192	45	167	145
64	192	192	90	171	148
128	192	192	135	174	152
192	192	192	181	177	155
256	192	192	227	181	158
320	192	192	273	184	162
384	192	192	318	188	166
448	192	192	361	192	169
512	192	192	404	196	174
576	192	192	446	201	178
640	192	192	485	206	183
704	192	192	523	211	189
768	192	192	559	217	195
832	192	192	594	224	202
896	192	192	629	230	208
960	192	192	663	237	215
1023	192	192	698	244	221
0	256	192	58	220	157
64	256	192	102	224	161
128	256	192	148	227	164
192	256	192	194	231	167
256	256	192	239	234	171
320	256	192	285	238	174
384	256	192	330	241	178
448	256	192	374	245	182
512	256	192	417	249	186
576	256	192	458	254	191
640	256	192	498	259	196
704	256	192	536	265	201
768	256	192	572	271	208
832	256	192	607	277	214
896	256	192	641	284	221
960	256	192	676	291	228
1023	256	192	711	297	234
0	320	192	70	273	169
64	320	192	115	277	173
128	320	192	160	281	177
192	320	192	206	284	180
256	320	192	252	287	183
320	320	192	298	291	187
384	320	192	342	295	191
448	320	192	386	298	194
512	320	192	429	303	199
576	320	192	471	307	203
640	320	192	511	313	209
704	320	192	549	319	215
768	320	192	585	325	221
832	320	192	620	331	227
896	320	192	655	338	234
960	320	192	689	345	241
1023	320	192	724	351	248
0	384	192	83	326	182
64	384	192	128	330	186
128	384	192	173	334	189
192	384	192	219	337	193
256	384	192	265	341	196
320	384	192	311	344	200
384	384	192	355	348	204
448	384	192	400	352	208
512	384	192	443	356	212
576	384	192	484	361	217
640	384	192	524	366	222
704	384	192	562	372	228
768	384	192	598	379	235
832	384	192	634	385	241
896	384	192	669	392	248
960	384	192	704	399	255
1023	384	192	739	406	262
0	448	192	97	379	196
64	448	192	141	383	200
128	448	192	187	386	203
192	448	192	233	390	207
256	448	192	279	393	210
320	448	192	325	397	214
384	448	192	369	401	218
448	448	192	414	405	222
512	448	192	457	410	226
576	448	192	499	415	231
640	448	192	539	420	237
704	448	192	577	426	243
768	448	192	613	433	249
832	448	192	649	439	256
896	448	192	684	446	263
960	448	192	719	453	270
1023	448	192	754	461	277
0	512	192	111	432	210
64	512	192	156	436	214
128	512	192	202	439	218
192	512	192	248	443	221
256	512	192	294	447	225
320	512	192	340	451	229
384	512	192	385	454	233
448	512	192	429	459	237
512	512	192	472	463	242
576	512	192	515	469	247
640	512	192	555	474	252
704	512	192	593	480	259
768	512	192	629	487	265
832	512	192	665	494	272
896	512	192	700	501	280
960	512	192	735	508	287
1023	512	192	771	516	294
0	576	192	127	485	226
64	576	192	172	489	230
128	576	192	218	493	234
192	576	192	264	496	238
256	576	192	310	500	242
320	576	192	356	504	246
384	576	192	401	508	250
448	576	192	446	512	254
512	576	192	489	517	259
576	576	192	532	522	264
640	576	192	572	528	270
704	576	192	610	535	276
768	576	192	647	542	283
832	576	192	683	549	290
896	576	192	718	556	298
960	576	192	754	564	305
1023	576	192	790	571	313
0	640	192	145	537	244
64	640	192	190	542	248
128	640	192	236	546	252
192	640	192	282	549	256
256	640	192	328	553	260
320	640	192	374	557	264
384	640	192	420	562	268
448	640	192	465	566	273
512	640	192	508	571	278
576	640	192	551	577	283
640	640	192	591	583	289
704	640	192	630	589	296
768	640	192	667	597	303
832	640	192	703	604	310
896	640	192	738	612	318
960	640	192	775	620	326
1023	640	192	811	628	334
0	704	192	164	590	264
64	704	192	209	594	268
128	704	192	256	599	272
192	704	192	302	603	276
256	704	192	348	607	280
320	704	192	395	611	284
384	704	192	441	615	289
448	704	192	485	620	294
512	704	192	529	625	299
576	704	192	572	631	305
640	704	192	613	637	311
704	704	192	652	644	318
768	704	192	689	652	325
832	704	192	725	660	333
896	704	192	762	668	341
960	704	192	798	676	350
1023	704	192	835	685	358
0	768	192	186	643	285
64	768	192	231	647	290
128	768	192	278	652	294
192	768	192	324	656	298
256	768	192	371	660	303
320	768	192	417	665	307
384	768	192	463	669	312
448	768	192	509	675	317
512	768	192	553	680	322
576	768	192	596	686	329
640	768	192	637	693	335
704	768	192	677	700	342
768	768	192	714	708	350
832	768	192	751	716	359
896	768	192	788	725	367
960	768	192	825	734	376
1023	768	192	862	742	385
0	832	192	209	696	308
64	832	192	254	700	313
128	832	192	301	705	317
192	832	192	348	709	322
256	832	192	395	714	326
320	832	192	442	719	332
384	832	192	488	724	337
448	832	192	534	730	342
512	832	192	579	736	348
576	832	192	622	742	354
640	832	192	664	749	362
704	832	192	704	757	369
768	832	192	742	765	378
832	832	192	779	774	386
896	832	192	816	783	395
960	832	192	853	792	404
1023	832	192	891	801	413
0	896	192	233	749	332
64	896	192	279	754	337
128	896	192	326	759	342
192	896	192	373	764	347
256	896	192	421	770	352
320	896	192	468	775	357
384	896	192	515	780	363
448	896	192	561	786	369
512	896	192	606	793	375
576	896	192	650	800	382
640	896	192	692	807	390
704	896	192	732	815	398
768	896	192	771	824	407
832	896	192	808	833	416
896	896	192	845	842	425
960	896	192	883	851	434
1023	896	192	920	860	443
0	960	192	259	805	358
64	960	192	305	810	363
128	960	192	352	815	368
192	960	192	400	821	374
256	960	192	448	826	379
320	960	192	496	832	385
384	960	192	543	838	391
448	960	192	589	844	397
512	960	192	635	851	404
576	960	192	679	858	411
640	960	192	721	866	419
704	960	192	761	874	427
768	960	192	800	883	436
832	960	192	838	892	445
896	960	192	875	901	455
960	960	192	913	911	464
1023	960	192	950	920	473
0	1023	192	286	861	385
64	1023	192	332	867	391
128	1023	192	380	873	396
192	1023	192	428	878	402
256	1023	192	476	884	408
320	1023	192	524	890	414
384	1023	192	572	896	420
448	1023	192	619	903	427
512	1023	192	664	910	433
576	1023	192	709	917	441
640	1023	192	751	925	449
704	1023	192	791	934	457
768	1023	192	830	943	466
832	1023	192	868	952	475
896	1023	192	905	961	485
960	1023	192	943	971	494
